IATA,Airport,Location,Area,Passenger Role,2010,2011,2012,2013,2014,2015,2016,2017
PDL,João Paulo II Airport,Ponta Delgada,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDP,Capitan Corbeta CA Curbelo International Airport,Punta del Este,south_america,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDV,Plovdiv Airport,Plovdiv,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDX,Portland International Airport,Portland (OR),united_states,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16850952.0
PED,Pardubice Airport,Pardubice,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEE,Perm International Airport,Perm,russia,Small,0.0,0.0,0.0,0.0,0.0,1288368.0,0.0,0.0
PEG,San Egidio Airport,Perugia,italy,Non-Hub,0.0,0.0,0.0,0.0,0.0,274027.0,0.0,0.0
PEI,Matecaña International Airport,Pereira,south_america,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEK,Beijing Capital International Airport,Beijing,east_asia,Large,73948113.0,78675058.0,81929359.0,83712355.0,86128270.0,90203000.0,94393454.0,95786296.0
PEN,Penang International Airport,Penang,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PER,Perth Airport,Perth,oceania,Medium,0.0,0.0,0.0,0.0,0.0,13984204.0,0.0,13759170.0
PES,Petrozavodsk Airport,Petrozavodsk,russia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEW,Bacha Khan International Airport,Peshawar,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PFO,Paphos International Airport,Paphos,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGF,Llabanère Airport,Perpignan,france,Non-Hub,0.0,0.0,0.0,0.0,353872.0,0.0,0.0,0.0
PHC,Port Harcourt International Airport,Port Harcourt,west_africa,Small,1211816.0,1206492.0,1192136.0,0.0,1337464.0,0.0,1042023.0,0.0
PHE,Port Hedland International Airport,Port Hedland,oceania,Non-Hub,0.0,0.0,0.0,0.0,0.0,470741.0,0.0,0.0
PHL,Philadelphia International Airport,Philadelphia,united_states,Large,30775271.0,30839130.0,30228596.0,0.0,0.0,0.0,0.0,31444403.0
PHX,Phoenix Sky Harbor International Airport,Phoenix,united_states,Large,38554215.0,40591948.0,40452009.0,40318451.0,42125212.0,44003840.0,43302381.0,44003840.0
PIE,St. Petersburg-Clearwater International Airport,St. Petersburg (FL),united_states,Small,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIK,Glasgow Prestwick Airport,Glasgow,united_kingdom,Small,0.0,0.0,0.0,0.0,0.0,609937.0,0.0,0.0
PIS,Biard Airport,Poitiers,france,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIT,Pittsburgh International Airport,Pittsburgh,united_states,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PKC,Yelizovo Airport,Petropavlovsk-Kamchatsky,russia,Small,0.0,0.0,0.0,0.0,0.0,602800.0,0.0,0.0
PKR,Pokhara International Airport,Pokhara,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PKU,Sultan Syarif Qasim II International Airport,Pekanbaru,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PKV,Pskov Airport,Pskov,russia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PKY,Tjilik Riwut Airport,Palangkaraya,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PKZ,Pakse International Airport,Pakse,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLM,Sultan Mahmud Badaruddin II Airport,Palembang,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLQ,Palanga International Airport,Palanga,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLS,Providenciales Airport,Providenciales,carribean,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLW,Mutiara Airport,Palu,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PMC,El Tepual International Airport,Puerto Montt,south_america,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PMI,Palma de Mallorca Airport,Palma de Mallorca,spain,Large,21117417.0,22726707.0,22666858.0,22768032.0,23115622.0,23745131.0,26253882.0,27970655.0
PMO,Palermo Airport,Palermo,italy,Medium,0.0,0.0,0.0,0.0,0.0,4910791.0,0.0,0.0
PNH,Phnom Penh International Airport,Phnom Penh,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNI,Pohnpei International Airport,Pohnpei,oceania,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNQ,Pune International Airport,Pune,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNR,Pointe Noire Airport,Pointe-Noire,central_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNZ,Senador Nilo Coelho Airport,Petrolina,south_america,Non-Hub,0.0,0.0,0.0,0.0,0.0,455238.0,0.0,0.0
POA,Salgado Filho International Airport,Porto Alegre,south_america,Medium,6676216.0,7834312.0,0.0,7993164.0,0.0,8354961.0,0.0,0.0
POG,Port-Gentil International Airport,Port-Gentil,central_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POL,Pemba Airport,Pemba,southern_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POM,Jacksons International Airport,Port Moresby,oceania,Small,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400000.0
POP,Gregorio Luperón International Airport,San Felipe de Puerto Plata,carribean,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POS,Piarco International Airport,Port of Spain,carribean,Small,0.0,0.0,0.0,0.0,0.0,2504469.0,0.0,0.0
POW,Portorož Airport,Portorož,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POZ,Poznań Ławica Airport,Poznań,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPG,Pago Pago International Airport,Pago Pago,oceania,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPS,Puerto Princesa International Airport,Puerto Princesa,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPT,Faa'a International Airport,Papeete,oceania,Small,0.0,0.0,0.0,0.0,0.0,1195105.0,0.0,0.0
PQC,Phu Quoc International Airport,Phu Quoc,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRG,Prague Václav Havel Airport,Prague,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRN,Pristina International Airport,Pristina,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSA,Galileo Galilei Airport,Pisa,italy,Medium,4058957.0,4526723.0,4494915.0,4479690.0,4683811.0,4804774.0,4989496.0,5233118.0
PSP,Palm Springs International Airport,Palm Springs,united_states,Small,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSR,Abruzzo Airport,Pescara,italy,Small,0.0,0.0,0.0,0.0,0.0,613427.0,0.0,0.0
PTP,Pôle Caraïbes International Airport,Pointe-à-Pitre,carribean,Small,0.0,0.0,0.0,0.0,0.0,2089763.0,0.0,0.0
PTY,Tocumen International Airport,Panama City,central_america,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUF,Uzein Airport,Pau,france,Small,0.0,0.0,0.0,0.0,621492.0,0.0,0.0,0.0
PUJ,Punta Cana International Airport,Punta Cana,carribean,Medium,0.0,0.0,0.0,0.0,0.0,6366552.0,0.0,0.0
PUQ,Presidente Carlos Ibáñez del Campo International Airport,Punta Arenas,south_america,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUS,Gimhae International Airport,Busan,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUY,Pula Airport,Pula,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUZ,Puerto Cabezas Airport,Puerto Cabezas,central_america,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PVD,T.F. Green Airport,Providence,united_states,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PVG,Shanghai Pudong International Airport,Shanghai,east_asia,Large,40578621.0,41447730.0,44880164.0,47189849.0,51687894.0,60053387.0,66002414.0,70001237.0
PVH,Governador Jorge Teixeira de Oliveira International Airport,Porto Velho,south_america,Small,0.0,0.0,0.0,0.0,0.0,933666.0,0.0,0.0
PVK,Aktion National Airport,Preveza,greece,Non-Hub,0.0,0.0,0.0,0.0,0.0,388295.0,0.0,0.0
PVR,Lic. Gustavo Díaz Ordaz International Airport,Puerto Vallarta,north_america,Medium,0.0,0.0,0.0,0.0,3039126.0,3517801.0,0.0,0.0
PVS,Provideniya Bay Airport,Provideniya,russia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWM,Portland International Jetport,Portland (ME),united_states,Small,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PXO,Porto Santo Airport,Porto Santo Island,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PZU,Port Sudan New International Airport,Port Sudan,north_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PZY,Piešťany Airport,Piešťany,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QGY,Győr-Pér International Airport,Győr-Pér,hungary,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,21454.0,0.0
QPJ,Pécs-Pogány International Airport,Pécs-Pogány,hungary,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,3664.0,0.0
QRO,Querétaro Intercontinental Airport,Querétaro,north_america,Small,0.0,0.0,0.0,0.0,0.0,503276.0,0.0,0.0
QSF,Ain Arnat Airport,Sétif,north_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAI,Nelson Mandela International Airport,"Praia, Santiago Island",west_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAK,Marrakech-Menara Airport,Marrakech,north_africa,Small,3453044.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAR,Rarotonga Airport,Cook Islands,oceania,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBA,Rabat-Salé Airport,Rabat,north_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RDU,Raleigh-Durham International Airport,Raleigh/Durham,united_states,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RDZ,Marcillac Airport,Rodez,france,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REC,Guararapes International Airport,Recife,south_america,Medium,0.0,0.0,0.0,0.0,0.0,6700696.0,0.0,0.0
REN,Orenburg Tsentralny Airport,Orenburg,russia,Small,0.0,0.0,0.0,0.0,0.0,629910.0,0.0,0.0
REP,Siem Reap-Angkor International Airport,Siem Reap,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RES,Resistencia International Airport,Resistencia,south_america,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REU,Reus Airport,Reus,spain,Small,0.0,0.0,0.0,0.0,0.0,705067.0,0.0,0.0
RFD,Chicago Rockford International Airport,Chicago,united_states,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191000.0
RGL,Piloto Civil N. Fernández International Airport,Río Gallegos,south_america,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGN,Yangon International Airport,Yangon,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHO,Rhodes International Airport,Rhodes,greece,Medium,3586572.0,4148386.0,3813947.0,4200059.0,4552056.0,4579023.0,4942386.0,5301517.0
RIX,Riga International Airport,Riga,europe_misc,Medium,4663647.0,5106926.0,4767764.0,4793045.0,4813959.0,5162149.0,5400243.0,6097765.0
RJK,Rijeka Airport,Rijeka,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RKT,Ras Al Khaimah International Airport,Ras Al Khaimah,middle_east,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RKV,Reykjavik Airport,Reykjavik,nordics,Non-Hub,0.0,0.0,0.0,0.0,0.0,388977.0,0.0,0.0
RMF,Marsa Alam International Airport,Marsa Alam,north_africa,Small,0.0,0.0,91361.0,0.0,0.0,0.0,0.0,1093714.0
RMI,Federico Fellini Airport,Rimini,italy,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RMQ,Taichung International Airport,Taichung,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNI,Corn Island Airport,Corn Island,central_america,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNO,Reno-Tahoe International Airport,Reno,united_states,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROB,Roberts International Airport,Monrovia,west_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROC,Greater Rochester International Airport,"Rochester, NY",united_states,Small,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROP,Rota International Airport,Rota Island,oceania,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROR,Roman Tmetuchl International Airport,Koror,oceania,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROV,Rostov-na-Donu Airport,Rostov-on-Don,russia,Small,0.0,0.0,0.0,0.0,0.0,2062761.0,0.0,0.0
RPR,Swami Vivekananda Airport,Raipur,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSD,Rock Sound International Airport,South Eleuthera,carribean,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RST,Rochester International Airport,"Rochester, MN",united_states,Small,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSW,Southwest Florida International Airport,Fort Myers,united_states,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8842549.0
RTB,Juan Manuel Gálvez International Airport,Roatán,central_america,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTM,Rotterdam The Hague Airport,Rotterdam,netherlands,Small,0.0,0.0,0.0,0.0,0.0,1692406.0,0.0,0.0
RTW,Saratov Tsentralny Airport,Saratov,russia,Non-Hub,0.0,0.0,0.0,0.0,0.0,449304.0,0.0,0.0
RUH,King Khalid International Airport,Riyadh,middle_east,Large,0.0,0.0,0.0,0.0,0.0,0.0,23400000.0,25038000.0
RUN,Roland Garros Airport,Saint-Denis,east_africa,Small,0.0,0.0,0.0,0.0,2014111.0,0.0,2107270.0,2293242.0
RVN,Rovaniemi Airport,Rovaniemi,nordics,Non-Hub,0.0,0.0,0.0,0.0,0.0,478347.0,0.0,0.0
RYG,Moss Airport,Oslo,nordics,Small,0.0,0.0,0.0,0.0,0.0,1642156.0,0.0,0.0
RYK,Shaikh Zayed International Airport,Rahim Yar Khan,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RZE,Rzeszów-Jasionka Airport,Rzeszów,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAB,Juancho E. Yrausquin Airport,Saba,carribean,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAH,Sana'a International Airport,Sana'a,middle_east,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAL,Monseñor Óscar Arnulfo Romero International Airport,San Salvador,central_america,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAN,San Diego International Airport,San Diego,united_states,Large,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20081258.0
SAP,Ramón Villeda Morales International Airport,San Pedro Sula,central_america,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAT,San Antonio International Airport,San Antonio,united_states,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAW,Sabiha Gökçen International Airport,Istanbul,europe_misc,Large,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31385841.0
SBD,San Bernardino International Airport,San Bernardino,united_states,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBH,Gustaf III Airport,St. Jean,carribean,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBZ,Sibiu International Airport,Sibiu,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCL,Comodoro Arturo Merino Benítez International Airport,Santiago de Chile,south_america,Medium,11064487.0,11064487.0,0.0,15295246.0,0.0,0.0,0.0,0.0
SCO,Aktau Airport,Aktau,central_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCQ,Santiago de Compostela Airport,Santiago de Compostela,spain,Small,0.0,0.0,0.0,0.0,0.0,2296248.0,0.0,0.0
SCU,Antonio Maceo Airport,Santiago de Cuba,carribean,Non-Hub,0.0,0.0,0.0,0.0,0.0,280000.0,0.0,0.0
SCW,Syktyvkar Airport,Syktyvkar,russia,Non-Hub,0.0,0.0,0.0,0.0,0.0,440546.0,0.0,0.0
SDF,Louisville International Airport,Louisville,united_states,Small,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3474340.0
SDJ,Sendai Airport,Sendai,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDQ,Las Américas International Airport,Santo Domingo,carribean,Medium,0.0,0.0,0.0,0.0,0.0,3537306.0,0.0,0.0
SDR,Santander Airport,Santander,spain,Small,0.0,0.0,0.0,0.0,0.0,696792.0,0.0,0.0
SDT,Saidu Sharif Airport,Saidu Sharif,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEA,Seattle-Tacoma International Airport,Seattle,united_states,Large,31553166.0,32820060.0,33219723.0,34824281.0,37497941.0,42340461.0,45736700.0,0.0
SEB,Sebha Airport,Sabha,north_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEN,Southend Airport,London,united_kingdom,Small,0.0,0.0,0.0,0.0,0.0,900968.0,0.0,0.0
SEZ,Seychelles International Airport,Victoria,east_africa,Small,0.0,0.0,0.0,0.0,0.0,0.0,1074822.0,0.0
SFA,Thyna International Airport,Sfax,north_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SFB,Orlando Sanford International Airport,Orlando/Sanford,united_states,Small,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2922446.0
SFJ,Kangerlussuaq Airport,Kangerlussuaq,north_america,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SFO,San Francisco International Airport,San Francisco,united_states,Large,39253999.0,40927786.0,44431894.0,44944201.0,47114631.0,50057887.0,53099282.0,50057887.0
SFS,Subic Bay International Airport,Olongapo,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SGC,Surgut International Airport,Surgut,russia,Small,0.0,0.0,0.0,0.0,0.0,989751.0,0.0,0.0
SGN,Tan Son Nhat International Airport,Ho Chi Minh City,southeast_asia,Large,0.0,0.0,0.0,0.0,0.0,0.0,32486537.0,35900000.0
SHA,Shanghai Hongqiao International Airport,Shanghai,east_asia,Large,31298812.0,33112442.0,33828726.0,35599643.0,37971135.0,39090699.0,40460135.0,41884059.0
SHE,Shenyang Taoxian International Airport,Shenyang,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHJ,Sharjah International Airport,Sharjah,middle_east,Medium,0.0,0.0,0.0,0.0,0.0,11993887.0,0.0,0.0
SHO,King Mswati III International Airport,Manzini,southern_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIA,Sabarigiri International Airport,Kottayam,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SID,Amílcar Cabral International Airport,Sal Island,west_africa,Small,0.0,0.0,0.0,0.0,0.0,0.0,914696.0,1093059.0
SIN,Singapore Changi Airport,Singapore,southeast_asia,Large,42038777.0,46543845.0,51181804.0,53726087.0,54093000.0,55449000.0,59780000.0,62219573.0
SJC,San Jose International Airport,San Jose (CA),united_states,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SJD,Los Cabos International Airport,Los Cabos,north_america,Medium,0.0,0.0,0.0,0.0,3130986.0,3523010.0,0.0,0.0
SJJ,Sarajevo International Airport,Sarajevo,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SJO,Juan Santamaría International Airport,San José de Costa Rica,central_america,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SJU,Luis Muñoz Marín International Airport,San Juan,carribean,Medium,0.0,0.0,0.0,0.0,0.0,8733161.0,0.0,0.0
SJW,Shijiazhuang Zhengding International Airport,Shijiazhuang,east_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SKB,Robert L. Bradshaw International Airport,Saint Kitts,carribean,Non-Hub,0.0,0.0,0.0,0.0,0.0,350727.0,0.0,0.0
SKG,Thessaloniki International Airport,Thessaloniki,greece,Medium,0.0,0.0,0.0,0.0,0.0,5341293.0,0.0,0.0
SKO,Sadiq Abubakar III International Airport,Sokoto,west_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SKP,Skopje Alexander the Great Airport,Skopje,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SKT,Sialkot International Airport,Sialkot,south_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SKU,Skyros Island National Airport,Skyros Island,greece,Non-Hub,0.0,0.0,0.0,0.0,0.0,21593.0,0.0,0.0
SKV,St. Catherine International Airport,Saint Catherine,north_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC,Salt Lake City International Airport,Salt Lake City,united_states,Large,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22152498.0
SLD,Sliač Airport,Sliač,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLP,Ponciano Arriaga International Airport,San Luis Potosí,north_america,Non-Hub,0.0,0.0,0.0,0.0,373986.0,444469.0,0.0,0.0
SLW,Plan de Guadalupe International Airport,Saltillo,north_america,Non-Hub,0.0,0.0,0.0,0.0,86337.0,74419.0,0.0,0.0
SLZ,Marechal Cunha Machado International Airport,São Luís,south_america,Small,0.0,0.0,0.0,0.0,0.0,1701015.0,0.0,0.0
SMF,Sacramento International Airport,Sacramento,united_states,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMI,Samos International Airport,Samos,greece,Non-Hub,0.0,0.0,0.0,0.0,0.0,403150.0,0.0,0.0
SMR,Simón Bolívar International Airport,Santa Marta,south_america,Medium,8830688.0,9911843.0,0.0,11956178.0,0.0,0.0,0.0,0.0
SNA,John Wayne Airport,Orange County,united_states,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10423578.0
SNN,Shannon Airport,Shannon,ireland,Small,0.0,0.0,0.0,0.0,0.0,1714872.0,0.0,0.0
SNU,Abel Santa María Airport,Santa Clara,carribean,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOB,Hévíz-Balaton Airport,Hévíz,hungary,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,17663.0,0.0
SOC,Adisumarmo International Airport,Solo,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOF,Sofia Airport,Sofia,europe_misc,Medium,3296936.0,3474993.0,3467455.0,3504320.0,3815232.0,4088943.0,4980387.0,6490096.0
SON,Santo-Pekoa International Airport,Luganville,oceania,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOU,Southampton Airport,Southampton,united_kingdom,Small,0.0,0.0,0.0,0.0,0.0,1789470.0,0.0,0.0
SPC,La Palma Airport,La Palma,spain,Small,0.0,0.0,0.0,0.0,0.0,971676.0,0.0,0.0
SPN,Saipan International Airport,Saipan Island,oceania,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPU,Split Airport,Split,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQQ,Šiauliai International Airport,Šiauliai,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRG,Achmad Yani International Airport,Semarang,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRI,Samarinda International Airport,Samarinda,southeast_asia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRQ,Sarasota-Bradenton International Airport,Sarasota/Bradenton,united_states,Small,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSA,Deputado Luís Eduardo Magalhães International Airport,Salvador,south_america,Medium,7696307.0,8394900.0,0.0,8589663.0,0.0,9047403.0,0.0,0.0
SSD,Lubango Airport,Lubango,southern_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSG,Malabo International Airport,Malabo,central_africa,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSH,Sharm el-Sheikh International Airport,Sharm el-Sheikh,north_africa,Medium,8693990.0,5476388.0,6625153.0,5953034.0,6235864.0,0.0,0.0,0.0
STI,Cibao International Airport,Santiago de los Caballeros,carribean,Small,0.0,0.0,0.0,0.0,0.0,1319490.0,0.0,0.0
STL,Lambert-Saint Louis International Airport,St. Louis,united_states,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STN,Stansted Airport,London,united_kingdom,Large,0.0,0.0,0.0,0.0,0.0,22519178.0,0.0,0.0
STR,Stuttgart Airport,Stuttgart,germany,Medium,9218095.0,9582265.0,9720877.0,9577551.0,9718438.0,10526920.0,10626430.0,10962247.0
STT,Cyril E. King Airport,Saint Thomas,carribean,Small,0.0,0.0,0.0,0.0,0.0,1215000.0,0.0,0.0
STW,Stavropol Shpakovskoye Airport,Stavropol,russia,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STX,Henry E. Rohlsen Airport,Saint Croix,carribean,Non-Hub,0.0,0.0,0.0,0.0,0.0,375000.0,0.0,0.0
SUB,Juanda International Airport,Surabaya,southeast_asia,Large,0.0,0.0,0.0,0.0,0.0,0.0,19483844.0,21882335.0
SUF,Lamezia Terme Airport,Lamezia,italy,Small,0.0,0.0,0.0,0.0,0.0,2342406.0,0.0,0.0
SUI,Sukhumi Babushara Airport,Sokhumi,europe_misc,Non-Hub,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
